chapter,word,translate,phonetic
章3-4,fortune,n. 财产；运气；,ˈfɔːtʃuːn
章3-4,foyer,n. 门厅；,ˈfɔɪeɪ
章3-4,freedom,n. 自由,ˈfriːdəm
章3-4,freezer,n. 冷冻柜；冰柜；,ˈfriːzə(r)
章3-4,freshman,n. 大一新生,ˈfreʃmən
章3-4,fruit,n. 水果； v. 结果实；,fruːt
章3-4,fur,n. 毛皮；皮草；软毛；,fɜː(r)
章3-4,furniture,n. 家具,ˈfɜːnɪtʃə(r)
章3-4,future,n. 未来；将来；前途； adj. 将来的；未来的；,ˈfjuːtʃə(r)
章3-4,gallery,n. 画廊；美术馆；,ˈɡæləri
章3-4,Gap,n. 差距；隔阂；缺口；缝隙；,ɡæp
章3-4,garage,n. 车库；汽车修理厂；,ˈɡærɑːʒ
章3-4,garbage,n. 垃圾；废物；,ˈɡɑːbɪdʒ
章3-4,garden,n. 花园；,ˈɡɑːd(ə)n
章3-4,gasoline,n. 汽油【美】,ˈɡæsəliːn
章3-4,gender,n. 性别；,ˈdʒendə(r)
章3-4,germ,n. 病菌；,dʒɜːm
章3-4,gesture,n. 姿态；手势；,ˈdʒestʃə(r)
章3-4,glass,n. 玻璃；玻璃杯；,ɡlɑːs
章3-4,goal,n. 目标；进球得分；球门；,ɡəʊl
章3-4,gold,n. 金；金币；金黄色； adj. 金色的；,ɡəʊld
章3-4,golf,n. 高尔夫球,ɡɒlf
章3-4,grade,n. 等级；年级；,ɡreɪd
章3-4,Grades,n.成绩,ɡˈreɪdz
章3-4,graduate,n. 大学毕业生； v. 毕业；,ˈɡrædʒuət
章3-4,graduates,n.毕业生,ˈɡrædʒueɪts; ˈɡrædʒuəts
章3-4,grain,n. 谷物；颗粒；,ɡreɪn
章3-4,grass,n. 草；草地；,ɡrɑːs
章3-4,green,adj. 绿色的；未熟的；无经验的； n. 绿色；,ɡriːn
章3-4,ground,n. 地面；土地；场地；根据； v. 磨碎；“grind”的过去式和过去分词；,ɡraʊnd
章3-4,group,n. 组；群；集团； v. （使）形成组；,ɡruːp
章3-4,growth,n. 生长；增长；发展；,ɡrəʊθ
章3-4,guest,n. 客人；宾客；,ɡest
章3-4,guide,n. 导游；指南；向导； v. 指导；指引；,ɡaɪd
章3-4,gulf,n. 海湾；鸿沟；,ɡʌlf
章3-4,guy,n. 家伙；人；,ɡaɪ
章3-4,gym,n. 健身房；体育馆；,dʒɪm
章3-4,habit,n. 习惯,ˈhæbɪt
章3-4,hand,n. 手； v. 交；递；给；,hænd
章3-4,handball,n. 手球；,ˈhændbɔːl
章3-4,handbooks,n.手册,ˈhændbʊk
章3-4,handling,n. 操纵；处理； v. 处理；操纵；“handle”的现在分词；,ˈhændlɪŋ
章3-4,handout,n. 讲义；,ˈhændaʊt
章3-4,hat,n. 帽子,hæt
章3-4,headache,n. 头痛；令人头痛的人（或事物）；,ˈhedeɪk
章3-4,heading,v. 朝向；前进；“head”的现在分词； n. 标题；,ˈhedɪŋ
章3-4,health,n. 健康；健康状况；,helθ
章3-4,hearing,n. 听力；听觉； v. 听；听见；“hear”的现在分词；,ˈhɪərɪŋ
章3-4,heart,n. 心；心脏；,hɑːt
章3-4,heating,n. 加热；供暖设备；采暖； v. 加热；“heat”的现在分词；,ˈhiːtɪŋ
章3-4,hen,n. 母鸡,hen
章3-4,herb,n. 药草；香草；,hɜːb
章3-4,hero,n. 英雄；男主角；,ˈhɪərəʊ
章3-4,heroes,n. 英雄；“hero”的复数；,ˈhiərəʊz
章3-4,heroine,n. 女主角；,ˈherəʊɪn
章3-4,hike,n. 远足； v. 远足；,haɪk
章3-4,hiking,n. 远足；徒步旅行； v. 增加；“hike”的现在分词；,ˈhaɪkɪŋ
章3-4,hint,n. 暗示；提示；有益的建议；,hɪnt
章3-4,hints,n.暗示,hɪnts
章3-4,historian,n. 历史学家,hɪˈstɔːriən
章3-4,hit,v. 打；击；碰撞；袭击；抨击；达到； n. 打；击；碰撞；袭击；(演出等)成功；,hɪt
章3-4,hits,n. 引人注意的东西；,hɪts
章3-4,hobby,n. 爱好,ˈhɒbi
章3-4,holiday,n. 假日；假期；,ˈhɒlədeɪ
章3-4,horse,n. 马；,hɔːs
章3-4,hospital,n. 医院,ˈhɒspɪt(ə)l
章3-4,housework,n. 家务事；家务劳动；,ˈhaʊswɜːk
章3-4,housing,n. 住房供给； v. 收容；“house”的现在分词；,ˈhaʊzɪŋ
章3-4,households,n. 家庭；“household”的复数；,ˈhaʊshəʊldz
章3-4,hour,n. 小时,ˈaʊə(r)
章3-5,hotel,n. 旅馆；酒店；饭店；,həʊˈtel
章3-5,hotline,n. 热线电话；服务热线,ˈhɒtlaɪn
章3-5,hunt,v. 打猎；搜寻；,hʌnt
章3-5,hunting,n. 打猎；寻找； v. “hunt”的现在分词；,ˈhʌntɪŋ
章3-5,idea,n. 主意；想法；理念；,aɪˈdɪə
章3-5,identification,n. 识别；身份证明；,aɪˌdentɪfɪˈkeɪʃ(ə)n
章3-5,identity,n. 身份；特性；,aɪˈdentəti
章3-5,image,n. 图像；形象；画面；影像；,ˈɪmɪdʒ
章3-5,impact,n. 影响力；冲击（力）； v. 对…产生影响；,ˈɪmpækt
章3-5,imports,n.进口,ɪmˈpɔːts
章3-5,inability,n. 无力；,ˌɪnəˈbɪləti
章3-5,incoming,adj. 即将开始的；新任的；,ˈɪnkʌmɪŋ
章3-5,index,n. 指数；索引；指标；,ˈɪndeks
章3-5,industry,n. 行业；产业；工业；,ˈɪndəstri
章3-5,infection,n. 感染；,ɪnˈfekʃ(ə)n
章3-5,influence,n. 影响（力）； v. 影响；,ˈɪnfluəns
章3-5,information,n. 信息；资料；,ˌɪnfəˈmeɪʃ(ə)n
章3-5,injection,n. 注入；,ɪnˈdʒekʃ(ə)n
章3-5,injury,n. 损伤；伤害；,ˈɪndʒəri
章3-5,inland,adj. 内陆的； adv. 向内地；在内陆； n. 内地；内陆；,ˈɪnlænd
章3-5,insect,n. 昆虫,ˈɪnsekt
章3-5,insomnia,n. 失眠（症）,ɪnˈsɒmniə
章3-5,institute,n. 研究所；学院；协会； v. 建立；制定；,ˈɪnstɪtjuːt
章3-5,institution,n. 机构；,ˌɪnstɪˈtjuːʃ(ə)n
章3-5,instruction,n. 教授；说明；,ɪnˈstrʌkʃ(ə)n
章3-5,instructor,n. 教员；教练；讲师；,ɪnˈstrʌktə(r)
章3-5,instrument,n. 工具；仪器；乐器；,ˈɪnstrəmənt
章3-5,interest,n. 兴趣；利息；利益； v. 使产生兴趣；,ˈɪntrəst
章3-5,internet,n. 因特网；互联网；,ˈɪntənet
章3-5,interviewer,n. 采访者；面试官；,ˈɪntəvjuːə(r)
章3-5,introduction,n. 引言；传入；介绍；,ˌɪntrəˈdʌkʃ(ə)n
章3-5,investigator,n. 调查员,ɪnˈvestɪɡeɪtə(r)
章3-5,investment,n. 投资,ɪnˈvestmənt
章3-5,irrigation,n. 灌溉；,ˌɪrɪˈɡeɪʃ(ə)n
章3-5,island,n. 岛,ˈaɪlənd
章3-5,isolation,n. 孤立；隔离；,ˌaɪsəˈleɪʃ(ə)n
章3-5,item,n. 一件物品或商品；项目；一则；,ˈaɪtəm
章3-5,jacket,n. 夹克衫,ˈdʒækɪt
章3-5,jam,n. 果酱；,dʒæm
章3-5,jaw,n. 颚；颌；下巴；,dʒɔː
章3-5,jeans,n. 牛仔裤,dʒiːnz
章3-5,journal,n. 期刊；日志；日记；,ˈdʒɜːn(ə)l
章3-5,judge,n. 法官；裁判； v. 判断；评判；,dʒʌdʒ
章3-5,juice,n. 果汁,dʒuːs
章3-5,junction,n. 交叉路口；汇合处；,ˈdʒʌŋkʃ(ə)n
章3-5,junior,adj. （职位或等级）较低的；年幼的；（高中、大学的）三年级学生； n. 年幼者；,ˈdʒuːniə(r)
章3-5,keeper,n. 饲养员；管理人；,ˈkiːpə(r)
章3-5,kelp,n. 大型褐藻；,kelp
章3-5,keyword,n. 关键词,ˈkiːwɜːd
章3-5,kid,n. 小孩； v. 开玩笑；,kɪd
章3-5,king,n. 国王,kɪŋ
章3-5,kiosk,n. 售货亭；报刊亭；公用电话亭,ˈkiːɒsk
章3-5,kit,n. 成套工具；装备；,kɪt
章3-5,kitchen,n. 厨房,ˈkɪtʃɪn
章3-5,kits,n.工具箱,kɪts
章3-5,knife,n. 刀,naɪf
章3-5,Knowledge,n. 知识；了解；学问；学识；,ˈnɒlɪdʒ
章3-5,koala,n. 树袋熊；考拉熊；无尾熊；,kəʊˈɑːlə
章3-5,lab,n. 实验室；研究室；,læb
章3-5,lake,n. 湖；湖泊；,leɪk
章3-5,lamp,n. 灯；,læmp
章3-5,land,n. 土地；陆地； v. 降落；着陆；,lænd
章3-5,landmark,n. 里程碑；地标；,ˈlændmɑːk
章3-5,landscape,n. 景色；风景画；,ˈlændskeɪp
章3-5,language,n. 语言,ˈlæŋɡwɪdʒ
章3-5,laptop,n. 便携式电脑；笔记本电脑；,ˈlæptɒp
章3-5,laser,n. 激光,ˈleɪzə(r)
章3-5,lava,n. 岩浆；火山岩；,ˈlɑːvə
章3-5,lawyer,n. 律师,ˈlɔɪə(r)
章3-5,layer,n. 层；层次；,ˈleɪə(r)
章3-5,lecture,n. 讲课；,ˈlektʃə(r)
章3-5,lecturer,n. 授课老师；讲师；,ˈlektʃərə(r)
章3-5,leisure,n. 空闲；闲暇；,ˈleʒə(r)
章3-5,lemon,n. 柠檬；,ˈlemən
章3-5,lender,n. 贷款人；,ˈlendə(r)
章3-5,length,n. 长度,leŋkθ
章3-5,lesson,n. 课；功课；课程；教训；,ˈles(ə)n
章3-5,letter,n. 字母；信；,ˈletə(r)
章3-5,level,n. 水平；程度；等级； adj. 平齐的； v. 使平坦；,ˈlev(ə)l
章3-5,library,n. 图书馆,ˈlaɪbrəri
章3-5,lift,v. 举起；提起；抬起； n. 电梯；搭便车；,lɪft
章3-5,light,n. 光；灯；光线； adj. 轻的；浅的；少量的；明亮的； v. 点燃；照亮；,laɪt
章3-5,line,n. 线；行；界线；,laɪn
章3-5,lion,n. 狮子,ˈlaɪən
章3-5,lists,n. 清单；“list”的复数； v. 列出；,lɪsts
章3-5,loan,n. 借出；贷款；,ləʊn
章3-5,location,n. 位置；地点；,ləʊˈkeɪʃ(ə)n
章3-5,lock,v. 加锁； n. 锁；,lɒk
章3-5,loss,n. 损失；丢失；亏损；,lɒs
章3-5,lounge,n. 休息室；,laʊndʒ
章3-5,loyalty,n. 忠诚；,ˈlɔɪəlti
章3-5,luck,n. 运气；好运；幸运；,lʌk
章3-5,lunch,n. 午餐；午饭；,lʌntʃ
章3-5,lung,n. 肺,lʌŋ
章3-5,machine,n. 机器；,məˈʃiːn
章3-5,magazine,n. 杂志,ˌmæɡəˈziːn
章3-5,maid,n. 女仆；侍女,meɪd
章3-5,mail,n. 邮件； v. 邮寄；,meɪl
章3-5,majority,n. 大多数；,məˈdʒɒrəti
章3-5,making,v. 使得；制作；做；“make”的现在分词； n. 制造；,ˈmeɪkɪŋ
章3-5,male,adj. 男性的；雄性的； n. 男性；雄性；,meɪl
章3-5,manager,n. 经理；管理者；,ˈmænɪdʒə(r)
章3-5,mane,n. 鬃毛；,meɪn
章3-5,manufacture,n. 制造； v. （用机器大量）制造；虚构；捏造；,ˌmænjuˈfæktʃə(r)
章3-5,map,n. 地图,mæp
章3-5,margin,n. 差额；边缘；净利润；余地；,ˈmɑːdʒɪn
章3-5,mark,n. 记号；分数；痕迹； v. 做标记；（使）留痕迹；评分；,mɑːk
章3-5,market,n. 市场；行情；商场；销路； v. 营销；,ˈmɑːkɪt
章3-5,marketing,n. 营销；,ˈmɑːkɪtɪŋ
章3-5,marsh,n. 沼泽；湿地；,mɑːʃ
章3-5,master,n. 大师；主人； v. 掌握；精通；,ˈmɑːstə(r)
章3-5,mat,n. 垫子；席子；,mæt
章3-5,matching,n. 匹配； adj. 匹配的； v. 相配；“match”的现在分词；,ˈmætʃɪŋ
章3-5,material,n. 材料；原料； adj. 物质的；,məˈtɪəriəl
章3-5,maturity,n. 成熟；,məˈtʃʊərəti
章3-5,maximum,n. 最大限度；最大量； adj. 最大极限的；最多的；,ˈmæksɪməm
章3-5,meal,n. 一餐；一顿饭；,miːl
章3-5,measure,v. 测量；衡量；度量； n. 衡量；量度；措施；,ˈmeʒə(r)
章3-5,measurement,n. 衡量；测量；,ˈmeʒəmənt
章3-5,meat,n. 肉,miːt
章3-5,media,n. 媒介；媒体；“medium”的复数；,ˈmiːdiə
章3-5,medication,n. 药物；药物治疗；药物处理；,ˌmedɪˈkeɪʃ(ə)n
章3-5,medicine,n. 医学；药；,ˈmedɪs(ə)n
章3-5,medium,n. 媒介；方法； adj. 中等的；适中的；,ˈmiːdiəm
章3-5,method,n. 方法；办法；,ˈmeθəd
章3-5,microphone,n. 麦克风；,ˈmaɪkrəfəʊn
章3-5,migration,n. 迁移；迁徙；转移；,maɪˈɡreɪʃ(ə)n
章3-5,mile,n. 英里,maɪl
章3-5,mileage,n. 英里；里程；英里数；,ˈmaɪlɪdʒ
章3-5,milk,n. 牛奶；乳汁；,mɪlk
章3-5,mine,pron. 我的（东西）； n. 矿； v. 采矿；,maɪn
章3-5,mineral,n. 矿物；矿物质；,ˈmɪnərəl
章3-5,mill,n. 磨坊；磨粉机；工厂；,mɪl
章3-5,minimum,n. 最小值； adj. 最小量的；,ˈmɪnɪməm
章3-5,minute,n. 分钟；一会儿； adj. 微小的；极小的；,ˈmɪnɪt
章3-5,mixture,n. 混合物；混合；,ˈmɪkstʃə(r)
章3-5,model,n. 模型；模特；模范；型号； v. 将…做成模型；当模特；,ˈmɒd(ə)l
章3-5,money,n. 钱；金钱；,ˈmʌni
章3-5,monopoly,n. 垄断,məˈnɒpəli
章3-5,month,n. 月；月份；,mʌnθ
章3-5,mood,n. 心情；情绪；气氛；,muːd
章3-5,morality,n. 道德；道义；,məˈræləti
章3-5,mosquito,n. 蚊子,məˈskiːtəʊ
章3-5,motel,n. 汽车旅馆,məʊˈtel
章3-5,mountain,n. 山；山脉；一大堆；大量；,ˈmaʊntən
章3-6,moustache,n. 髭；上唇的胡子,məsˈtɑːʃ
章3-6,space,n. 空间；太空；空格； v. 以一定间隔排列；,speɪs
章3-6,movie,n. 电影,ˈmuːvi
章3-6,muscle,n. 肌肉；权力；影响力；,ˈmʌs(ə)l
章3-6,museum,n. 博物馆,mjuˈziːəm
章3-6,music,n. 音乐；乐曲；,ˈmjuːzɪk
章3-6,musical,adj. 音乐的；擅长音乐的； n. 音乐剧；音乐歌舞片；,ˈmjuːzɪk(ə)l
章3-6,musician,n. 音乐家,mjuˈzɪʃ(ə)n
章3-6,nap,n. 小睡；打盹； v. 小睡；打盹；,næp
章3-6,nature,n. 本性；自然；,ˈneɪtʃə(r)
章3-6,nought,n. 零；没有,nɔːt
章3-6,neck,n. 颈；脖子；,nek
章3-6,net,adj. 净余的； n. 网；,net
章3-6,newspaper,n. 报纸,ˈnjuːzpeɪpə(r)
章3-6,night,n. 夜晚；晚上；,naɪt
章3-6,noise,n. 噪声；噪音；,nɔɪz
章3-6,north,n. 北方； adj. 北方的； adv. 在北方；,nɔːθ
章3-6,northeast,n. 东北； adj. 东北的；,ˌnɔːθ ˈiːst
章3-6,northwest,n. 西北； adj. 西北的；,ˈnɔːθˈwest
章3-6,nose,n. 鼻子,nəʊz
章3-6,note,n. 笔记；便条；音调；注释；语气； v. 注意；记录；,nəʊt
章3-6,notice,n. 注意；通知； v. 注意；留心；通知；,ˈnəʊtɪs
章3-6,nurse,n. 护士；,nɜːs
章3-6,nursery,n. 托儿所；,ˈnɜːsəri
章3-6,nursing,n. 护理（工作）；护理行业； v. “nurse”的现在分词；,ˈnɜːsɪŋ
章3-6,nut,n. 坚果；,nʌt
章3-6,nutrition,n. 营养；滋养；,njuˈtrɪʃ(ə)n
章3-6,objective,adj. 客观的； n. 目标；目的；,əbˈdʒektɪv
章3-6,occasion,n. 特殊场合；时机；,əˈkeɪʒ(ə)n
章3-6,occupant,n. 占有者；居住者,ˈɒkjəpənt
章3-6,ocean,n. 海洋；大海；,ˈəʊʃ(ə)n
章3-6,oculist,n. 眼科医生,ˈɒkjəlɪst
章3-6,ointment,n. 药膏；油膏；软膏,ˈɔɪntmənt
章3-6,option,n. 选项；选择；,ˈɒpʃ(ə)n
章3-6,order,n. 顺序；条理；命令；订单；(生物学的)目； v. 订购；命令；点餐；整理；,ˈɔːdə(r)
章3-6,ordinary,adj. 普通的；平常的；一般的；,ˈɔːd(ə)nri
章3-6,organizer,n. 组织者,ˈɔːɡənaɪzə(r)
章3-6,original,adj. 原来的；有创造性的；原版的；新颖的； n. 原件；原稿；,əˈrɪdʒən(ə)l
章3-6,outline,n. 轮廓；纲要； v. 描画轮廓；概述；,ˈaʊtlaɪn
章3-6,overdraft,n. 透支；透支额；,ˈəʊvədrɑːft
章3-6,owner,n. 所有权人；主人；物主；,ˈəʊnə(r)
章3-6,ownership,n. 物主身份；所有权；,ˈəʊnəʃɪp
章3-6,oxford,n. 牛津；牛津大学；,ˈɒksfəd
章3-6,package,n. 包；包裹； v. 包装；,ˈpækɪdʒ
章3-6,page,n. 版；页面；,peɪdʒ
章3-6,paint,n. 油漆；绘画颜料； v. 刷油漆；画；,peɪnt
章3-6,painting,n. 绘画；油画； v. 刷油漆；用颜料画；“paint”的现在分词；,ˈpeɪntɪŋ
章3-6,pair,n. 一双；一对； v. （使）配对；,peə(r)
章3-6,pal,n. 朋友；伙伴 v. 结为伙伴,pæl
章3-6,palace,n. 宫殿；王宫；,ˈpæləs
章3-6,panic,n. 恐慌； v. 感到恐慌；,ˈpænɪk
章3-6,paper,n. 纸；论文；报纸；试卷；,ˈpeɪpə(r)
章3-6,parcel,n. 包裹；小包；,ˈpɑːs(ə)l
章3-6,parent,n. 父亲（或母亲）,ˈpeərənt
章3-6,park,n. 公园；园区； v. 停放；停车；,pɑːk
章3-6,parking,n. （车辆等的）停放；停车场所；停车位； v. “park”的现在分词；,ˈpɑːkɪŋ
章3-6,participant,n. 参与者；参加者；,pɑːˈtɪsɪpənt
章3-6,passages,n. 通道；段落；“passage”的复数；,ˈpæsɪdʒɪs
章3-6,passenger,n. 旅客；乘客；,ˈpæsɪndʒə(r)
章3-6,pastime,n. 消遣；,ˈpɑːstaɪm
章3-6,patient,n. 病人； adj. 有耐心的；,ˈpeɪʃ(ə)nt
章3-6,payment,n. 支付；报酬；,ˈpeɪmənt
章3-6,pedestrian,n. 行人；步行者；,pəˈdestriən
章3-6,pension,n. 养老金；退休金；抚恤金；,ˈpenʃ(ə)n
章3-6,pensioners,n.领退休金的人,pɛnʃənəz
章3-6,percent,n. 百分比；百分之；,pəˈsent
章3-6,performer,n. 表演者；,pəˈfɔːmə(r)
章3-6,perfume,n. 香水；,ˈpɜːfjuːm
章3-6,period,n. 时期；阶段；,ˈpɪərɪəd
章3-6,periodical,adj. 周期的；定期的 n. 期刊,ˌpɪəriˈɒdɪk(ə)l
章3-6,perk,n. 额外补贴；,pɜːk
章3-6,permit,n. 许可证； v. 允许；准许；,pəˈmɪt
章3-6,person,n. 人；人员；个人；,ˈpɜːs(ə)n
章3-6,personality,n. 个性；人格；,ˌpɜːsəˈnæləti
章3-6,pet,n. 宠物；,pet
章3-6,petrol,n. 汽油,ˈpetrəl
章3-6,petroleum,n. 石油,pəˈtrəʊliəm
章3-6,philosopher,n. 哲学家,fəˈlɒsəfə(r)
章3-6,photo,n. 照片,ˈfəʊtəʊ
章3-6,photograph,n. 照片；相片； v. 拍照；,ˈfəʊtəɡrɑːf
章3-6,physician,n. 医生；内科医生；,fɪˈzɪʃ(ə)n
章3-6,physics,n. 物理学,ˈfɪzɪks
章3-6,pianist,n. 钢琴家；钢琴弹奏者；,ˈpɪənɪst
章3-6,piano,n. 钢琴,piˈænəʊ
章3-6,picnic,n. 野餐； v. 去野餐；,ˈpɪknɪk
章3-6,picture,n. 图画；照片； v. 想象；,ˈpɪktʃə(r)
章3-6,pie,n. 果馅饼,paɪ
章3-6,pill,n. 药丸；药片；,pɪl
章3-6,pink,adj. 粉红色的； n. 粉红色；,pɪŋk
章3-6,place,n. 地方；方位； v. 安放；安置；,pleɪs
章3-6,placement,n. 实习工作；安排；放置；,ˈpleɪsmənt
章3-6,plan,n. 计划；打算； v. 计划；打算；,plæn
章3-6,planners,n.规划者,ˈplænəz
章3-6,plans,n.计划,plænz
章3-6,plant,n. 植物；工厂；发电厂；装置； v. 种植；栽培；,plɑːnt
章3-6,planting,n. 种植；栽种； v. 种植；“plant”的现在分词；,ˈplɑːntɪŋ
章3-6,plastic,n. 塑料； adj. 塑料的；,ˈplæstɪk
章3-6,plate,n. 盘子；,pleɪt
章3-6,player,n. 运动员；选手；唱机；玩家；,ˈpleɪə(r)
章3-6,playground,n. 游乐场；操场；,ˈpleɪɡraʊnd
章3-6,pleasure,n. 快乐；荣幸；愉快；,ˈpleʒə(r)
章3-6,pocket,n. 口袋；衣袋；兜；,ˈpɒkɪt
章3-6,point,n. 要点；点；观点；分数； v. 指出；指向；,pɔɪnt
章3-6,police,n. 警方；警察部门； v. 监督；,pəˈliːs
章3-6,poll,n. 民意调查；,pəʊl
章3-6,pollutant,n. 污染物,pəˈluːtənt
章3-6,pollute,v. 污染,pəˈluːt
章3-6,pollution,n. 污染；,pəˈluːʃ(ə)n
章3-6,port,n. 港口,pɔːt
章3-6,position,n. 位置；职位；地位；姿势；,pəˈzɪʃ(ə)n
章3-6,post,n. 邮件；职位；邮寄；帖子；柱； v. 邮寄；张贴；,pəʊst
章3-6,postgraduate,n. 研究生； adj. 大学毕业后的；,ˌpəʊstˈɡrædʒuət
章3-6,particulars,n. 细节；详情；,pəˈtɪkjuːləz
章3-7,potteries,n.陶器,ˈpɒtəriz
章3-7,power,n. 力量；电源；权力；强国； v. 给…提供能量；供以动力；,ˈpaʊə(r)
章3-7,powerpoint,phrase. 投影的文件名,ˈpaʊəˈpɔɪnt
章3-7,precaution,n. 预防；预防措施,prɪˈkɔːʃ(ə)n
章3-7,precision,n. 精确；,prɪˈsɪʒ(ə)n
章3-7,preference,n. 偏好；,ˈprefrəns
章3-7,preposition,n. 介词,ˌprepəˈzɪʃ(ə)n
章3-7,prescription,n. 处方；药方；,prɪˈskrɪpʃ(ə)n
章3-7,presentation,n. 报告；展示；陈述；,ˌprez(ə)nˈteɪʃ(ə)n
章3-7,preservation,n. 保存；维持；,ˌprezəˈveɪʃ(ə)n
章3-7,president,n. 总裁；总统；校长；,ˈprezɪdənt
章3-7,prevention,n. 预防；,prɪˈvenʃ(ə)n
章3-7,printing,n. 印刷；印刷术； v. “print”的现在分词；,ˈprɪntɪŋ
章3-7,priority,n. 需优先考虑的事；优先权；,praɪˈɒrəti
章3-7,privacy,n. 隐私；,ˈprɪvəsi
章3-7,prize,n. 奖赏；奖品；奖金； v. 珍视；,praɪz
章3-7,problem,n. 难题；问题；,ˈprɒbləm
章3-7,product,n. 产品；产物；成果；,ˈprɒdʌkt
章3-7,production,n. 生产；产量；制造；,prəˈdʌkʃ(ə)n
章3-7,professors,n.教授,prəˈfesəz
章3-7,profit,n. 利润； v. 获利；,ˈprɒfɪt
章3-7,project,n. 计划；方案；项目；课题； v. 投射；预计；,ˈprɒdʒekt
章3-7,promotion,n. 促进；提升；推广；,prəˈməʊʃ(ə)n
章3-7,prone,adj. 易于...的；有...倾向的；,prəʊn
章3-7,property,n. 财产；所有物；性质；,ˈprɒpəti
章3-7,prospectus,n. 简章；,prəˈspektəs
章3-7,protein,n. 蛋白质,ˈprəʊtiːn
章3-7,psychiatrist,n. 精神病学家；精神科医生,saɪˈkaɪətrɪst
章3-7,psychologist,n. 心理学家；心理学研究者；,saɪˈkɒlədʒɪst
章3-7,psychotherapy,n. 心理疗法；精神疗法；,ˌsaɪkəʊˈθerəpi
章3-7,publication,n. 出版；出版物；发表；,ˌpʌblɪˈkeɪʃ(ə)n
章3-7,pump,v. 抽水；打气； n. 泵；抽水机；打气机；,pʌmp
章3-7,purpose,n. 目的；意图；,ˈpɜːpəs
章3-7,purse,n. 女用小包；钱包；资金；,pɜːs
章3-7,quality,n. 质量；素质；品质；,ˈkwɒləti
章3-7,quantity,n. 量；数量；,ˈkwɒntəti
章3-7,quarter,n. 四分之一；季度；一刻钟；地区；方向；,ˈkwɔːtə(r)
章3-7,questions,n. 问题；“question”的复数；,ˈkwestʃənz
章3-7,radar,n. 雷达,ˈreɪdɑː(r)
章3-7,radiator,n. 散热器；暖气装置,ˈreɪdieɪtə(r)
章3-7,radio,n. 无线电；无线电广播；收音机；,ˈreɪdiəʊ
章3-7,railway,n. 铁路,ˈreɪlweɪ
章3-7,rain,n. 雨；雨水；,reɪn
章3-7,rainfall,n. 降雨量；,ˈreɪnfɔːl
章3-7,range,n. 一系列；（变化）范围；山脉； v. （在某范围内）变化；包括（各种不同的人或物）；,reɪndʒ
章3-7,rank,n. 等级； v. 分等级；,ræŋk
章3-7,rat,n. 老鼠；耗子；,ræt
章3-7,rate,n. 率；速度；比率；价格；费用； v. 被评价；定级；（被）认为；,reɪt
章3-7,rats,n. 老鼠；耗子；“rat”的复数；,ræts
章3-7,ray,n. 光线；,reɪ
章3-7,reader,n. 读者；读物；,ˈriːdə(r)
章3-7,reading,n. 阅读；读物； v. 读；“read”的现在分词；,ˈriːdɪŋ
